id,url,normalized_url,source_url,discovered_at,provenance,owner_candidate,locale,freshness,rights_privacy_state,checksum,disposition,evidence_date,notes
url-0424,http://www.lps.ufrj.br:80/~cern/prr/labtest.html,http://www.lps.ufrj.br/~cern/prr/labtest.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2005-02-09T02:07:17Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:ccee46ed8437b4b1f2bc080aa16d27258314ff29b7032c29a7498597e8a643d4,410,2005-02-09,Wayback CDX capture 2005-02-09; archive is not current truth; CDX digest=TJZXNXPAL7RI6EE2KQGFCP2I23ZNLYAU
url-0425,http://www.lps.ufrj.br:80/~cern/prr/performance.html,http://www.lps.ufrj.br/~cern/prr/performance.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-09-18T15:15:30Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:2c48a0760e7eb5915ddaa620a4ab94690e8eeee15a5505c5db6b6f258dd83283,410,2003-09-18,Wayback CDX capture 2003-09-18; archive is not current truth; CDX digest=FG3R3NAFGWHFEX2FE5D2YJNYGDYRV5TI
url-0426,http://www.lps.ufrj.br:80/~cern/prr/produc.html,http://www.lps.ufrj.br/~cern/prr/produc.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-09-18T15:19:50Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:f031f39efc203680a62d012f8c6dfca613405f83ee70a5acbc9cfb863a40cb25,410,2003-09-18,Wayback CDX capture 2003-09-18; archive is not current truth; CDX digest=BWE46L6PN6VG6Y2TKDTPHD5ZVE2JHHZI
url-0427,http://www.lps.ufrj.br:80/~cern/prr/prr.html,http://www.lps.ufrj.br/~cern/prr/prr.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-08-18T22:06:24Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:4f5d128647dc5b870e6148a0fe4919f1964a2f31b43e1b2efa3e9c41a1ad92a8,410,2003-08-18,Wayback CDX capture 2003-08-18; archive is not current truth; CDX digest=BEOFLXYBS5UML25ECMROMT5SUW2EF32G
url-0428,http://www.lps.ufrj.br:80/~cern/prr/qresults.html,http://www.lps.ufrj.br/~cern/prr/qresults.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2004-11-20T02:08:02Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:961f2a459454ab58632a8b3bb8817fc4027aa93db2198292c4bac6c92f2258cd,410,2004-11-20,Wayback CDX capture 2004-11-20; archive is not current truth; CDX digest=NXGPKUIZVEHBNYZQESZYA6EBMT2PZYZH
url-0429,http://www.lps.ufrj.br:80/~cern/prr/quality.html,http://www.lps.ufrj.br/~cern/prr/quality.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-09-29T18:15:55Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:b3d094d06271c9bc8f2415970b31fe89e61f9e0182dbcbf45c6ed69bbebf2fec,410,2003-09-29,Wayback CDX capture 2003-09-29; archive is not current truth; CDX digest=XNDICAFJO3S3AEPBPNH4TUZ6B7ESHSBG
url-0430,http://www.lps.ufrj.br:80/~cern/prr/radiation.html,http://www.lps.ufrj.br/~cern/prr/radiation.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2004-02-01T02:15:44Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:de29828aad5d3c8e0561d14b733871253436a48cae946fc273118e1f140c6235,410,2004-02-01,Wayback CDX capture 2004-02-01; archive is not current truth; CDX digest=7AWDWSDCIKNA4QTZL4EDCUFJQ3RMQNPR
url-0431,http://www.lps.ufrj.br:80/~cern/prr/specs.html,http://www.lps.ufrj.br/~cern/prr/specs.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2004-02-01T02:08:17Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:af9f13f9fce874bcb7382dc6379dfab2f0c76f42ce9f5aa1f070b05f2a6683d2,410,2004-02-01,Wayback CDX capture 2004-02-01; archive is not current truth; CDX digest=254MNKG7Z6B2MCAQBSRD6GZDARUTDY5G
url-0432,http://www.lps.ufrj.br:80/~cern/radiation.html,http://www.lps.ufrj.br/~cern/radiation.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-02-22T01:22:43Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:6972743dcf83935382ea668fc03dd1f34a0ab80391ddd2ec48e773ebebe5a90f,410,2001-02-22,Wayback CDX capture 2001-02-22; archive is not current truth; CDX digest=W6KC2QCX42R2VBPF4GS7J7HZPRNFH3JY
url-0433,http://www.lps.ufrj.br:80/~cern/reviewn.html,http://www.lps.ufrj.br/~cern/reviewn.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2000-07-11T11:57:44Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:b7717fdf07ab158177cb8abce163d355d2ffe559a7035a77db59f17d485d273b,410,2000-07-11,Wayback CDX capture 2000-07-11; archive is not current truth; CDX digest=FW3VPOHID4ONM4XJ3XQTNYLRJUQF22LB
url-0434,http://www.lps.ufrj.br:80/~cern/schedule.html,http://www.lps.ufrj.br/~cern/schedule.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-02-22T21:19:26Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:fa70997976410aa9bdb0bdcb8967c0d3764354791eb2c83bf55c4fb541d10d1b,410,2001-02-22,Wayback CDX capture 2001-02-22; archive is not current truth; CDX digest=YEDDJUST6FCLGCFIPZ7INSBGBQLVBXUS
url-0435,http://www.lps.ufrj.br:80/~cern/select.html,http://www.lps.ufrj.br/~cern/select.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-02-22T21:23:13Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:be7d0faf83eab1850dc4c4141cadf3513f4eda7629d3e7cd360971627cb25ca2,410,2001-02-22,Wayback CDX capture 2001-02-22; archive is not current truth; CDX digest=NZDUGS6C6PKNTPDG733DMZ5ZNCVJVM73
url-0436,http://www.lps.ufrj.br:80/~cern/simunew.html,http://www.lps.ufrj.br/~cern/simunew.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-02-22T21:20:09Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:aaa522c490c900c0bd3a342e4a657574f834983659028ee3f5be2c60f0395451,410,2001-02-22,Wayback CDX capture 2001-02-22; archive is not current truth; CDX digest=X5P5JTRG2Z6ZCQEAI2XZS6YQCWTNQADW
url-0437,http://www.lps.ufrj.br:80/~cern/testing.html,http://www.lps.ufrj.br/~cern/testing.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2000-03-07T18:10:02Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:bc8276b86fda357a7ac379e50572a713929af70144dec696cd52a15ed3170e78,410,2000-03-07,Wayback CDX capture 2000-03-07; archive is not current truth; CDX digest=OZUC2RWO4VWPHXAQDASVBT3WCB7BRPZ5
url-0438,http://lps.ufrj.br:80/~costa/,http://lps.ufrj.br/~costa,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-06-25T17:32:38Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:b372c8d94ee4a95e0c89dfe5828db1d88ef1d518e8dd08d40324e304f9b33468,410,2003-06-25,Wayback CDX capture 2003-06-25; archive is not current truth; CDX digest=ENGLDAUWL4AVZ4JGCTARCHDEKZ6L7DNA
url-0439,http://www.lps.ufrj.br:80/~csantos/,http://www.lps.ufrj.br/~csantos,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-11-30T21:17:39Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:22cf23b8740be6842290d1e1c05a23034c0f556f7bb23b6af658fa66a77b26e6,410,2002-11-30,Wayback CDX capture 2002-11-30; archive is not current truth; CDX digest=LWXY2AEZP4YYCLZMDRTZMYTM3QPMQDC7
url-0440,http://www.lps.ufrj.br:80/~csantos/applet/default.html,http://www.lps.ufrj.br/~csantos/applet/default.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-08-09T08:03:57Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:4fbe962f215b1a104ebab6d82eed3ea344840b12793843fbed036499f79a674a,410,2003-08-09,Wayback CDX capture 2003-08-09; archive is not current truth; CDX digest=6WVVIFEK53SYFXQMHKWCLXMNID5WCXFF
url-0441,http://www.lps.ufrj.br:80/~csantos/applet/sample2/default.html,http://www.lps.ufrj.br/~csantos/applet/sample2/default.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-08-12T12:14:01Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:7a012fb22921689362b8a437537f28dc9273deaaabb02aa371d249033e053ae7,410,2003-08-12,Wayback CDX capture 2003-08-12; archive is not current truth; CDX digest=QPUF5PSHHFAFE5OFZ5WYLSALYHFRVFWM
url-0442,http://www.lps.ufrj.br:80/~csantos/applet/sample3/main.htm,http://www.lps.ufrj.br/~csantos/applet/sample3/main.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-07-14T03:58:48Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:82f8941be5d1ec323f41be9ace2c3f1072ba970679b5005eaddc560481758d8c,410,2003-07-14,Wayback CDX capture 2003-07-14; archive is not current truth; CDX digest=OLUFZSP5UFOQ3ARESGXMFAOOMSGXIVOF
url-0443,http://www.lps.ufrj.br:80/~csantos/areas.htm,http://www.lps.ufrj.br/~csantos/areas.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-08-08T19:53:52Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:f4bdb641de7ff020805712688160e3b3059d1cc26d7d54a503756a7a4fa01d5b,410,2003-08-08,Wayback CDX capture 2003-08-08; archive is not current truth; CDX digest=7JW7CH54XOHBARQMCOSTAXIOOVGQPTMK
url-0444,http://www.lps.ufrj.br:80/~csantos/curricul.htm,http://www.lps.ufrj.br/~csantos/curricul.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-08-08T19:54:52Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:49690dd1ed460fbfd5aade4fc87517b88b20039c086b1482941df271beb03511,410,2003-08-08,Wayback CDX capture 2003-08-08; archive is not current truth; CDX digest=TICYOQTKZ6JHGU5NCHIZLAYVVZTABWQT
url-0445,http://www.lps.ufrj.br:80/~csantos/forms.htm,http://www.lps.ufrj.br/~csantos/forms.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-08-08T20:00:34Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:159b4d7865ddb41f7c3eb73099dcd117b66a6509a50e32bf02a93181c5c87516,410,2003-08-08,Wayback CDX capture 2003-08-08; archive is not current truth; CDX digest=EWKIIY5YRFML7NSX7NRJKNOCYQK5WHVH
url-0446,http://www.lps.ufrj.br:80/~csantos/menu.htm,http://www.lps.ufrj.br/~csantos/menu.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2003-07-14T04:04:08Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:2f41d3f80ee14ae8695fd0b326322c9a0a45c2a1fb5747ca36ec282ee0cf6cd6,410,2003-07-14,Wayback CDX capture 2003-07-14; archive is not current truth; CDX digest=FWQHIYNUGFQA4QN2GOG4JSIJVE5R3EQD
url-0447,http://www.lps.ufrj.br:80/~damazio/,http://www.lps.ufrj.br/~damazio,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-15T19:27:21Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:1b3de5b15029902d19bdd139eb78ae70f51c1715ba447156d040f9d0ed845fae,410,2001-05-15,Wayback CDX capture 2001-05-15; archive is not current truth; CDX digest=PPBPFZCEXGULL5OV7PYQGAUGMY5OXBX3
url-0448,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/denisvitae.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/denisvitae.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-08-19T02:41:10Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:6aae14db869e8ad7fb21a99857a769db1c6cd80e11116b9b0cdde25f46dd8bb9,410,2001-08-19,Wayback CDX capture 2001-08-19; archive is not current truth; CDX digest=AZX4VDPZL2TFMRNQBJ4O7VKEAO5WQ3M6
url-0449,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/index.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/index.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-04-29T21:43:38Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:b27938369fd3e69e6d58e54c425b8561594db1d7537e221eab781303781eeec9,410,2001-04-29,Wayback CDX capture 2001-04-29; archive is not current truth; CDX digest=AZX4VDPZL2TFMRNQBJ4O7VKEAO5WQ3M6
url-0450,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node1.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node1.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-03T16:10:52Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:34c5005f5900a2f17611d5e1e70e96731fcdb4f86230697b2dab1c3aa6988116,410,2001-05-03,Wayback CDX capture 2001-05-03; archive is not current truth; CDX digest=IUMZURR6ZX3Q5J3ZHRKPZ7YQUEHFFA3Z
url-0451,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node10.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node10.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-03T16:36:56Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:f0d1285364498c3a7f28b8a7612c6c70df74d771d55214d7d6bf576b49770a97,410,2001-05-03,Wayback CDX capture 2001-05-03; archive is not current truth; CDX digest=V2GXUFL7LZX4AKBP4S6ULCFNQDL4GQT2
url-0452,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node11.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node11.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-04T06:36:45Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:9640b3eb74456c971869c4acbe7e2197171a6dfa243d5aa7c36a998a48f57753,410,2001-05-04,Wayback CDX capture 2001-05-04; archive is not current truth; CDX digest=GFFFCKBI6LHKRQUJQB5ZMUJGQ4LU7JZP
url-0453,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node12.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node12.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-04T05:31:12Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:fb91f617f4a797a702aa74e210f00c5753bbda1a9b8f46ce10b2c12aed71ba0c,410,2001-05-04,Wayback CDX capture 2001-05-04; archive is not current truth; CDX digest=GJ4B7CJ4DFYM6VEUCG5AO7BQT27F6K7Y
url-0454,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node13.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node13.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-03T18:55:09Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:e34b7cb409797e08ccccadbe8d4d58c8a38cc3d37454f4ef57b1b42e25a4f46f,410,2001-05-03,Wayback CDX capture 2001-05-03; archive is not current truth; CDX digest=7HDGX5VTW74VIREQVZHPXFEQDU6GRXMC
url-0455,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node14.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node14.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-15T09:10:25Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:53e0c14a75ec2fd65cfb3b15537750b52e72c981923730935c18fab73e7c7415,410,2002-12-15,Wayback CDX capture 2002-12-15; archive is not current truth; CDX digest=UWUKRWG2D3CIDBXMTRGXYQY4DOVM2T34
url-0456,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node2.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node2.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-04T08:00:19Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:c34ccf6d48d36ba48be9959ece6dd426b4d940828036da06e7d5fa3cd9925b13,410,2001-05-04,Wayback CDX capture 2001-05-04; archive is not current truth; CDX digest=SKCQF47HYUBKIUW2ZKGARJKKB6BGWA7X
url-0457,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node3.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node3.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-15T09:28:18Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:4fbd18389392f6822e09e74da33aacb5ad4c54bcfd87d0625097c3b67bf165e9,410,2002-12-15,Wayback CDX capture 2002-12-15; archive is not current truth; CDX digest=4Z355ZENMXHLASFLHPDRPWOHXYYJB4OH
url-0458,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node4.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node4.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-05T04:08:48Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:0a3aec67b4e5b23ca96e9ff9c8566404b161f875d3f4f4e9326706fd0b54a3bb,410,2001-05-05,Wayback CDX capture 2001-05-05; archive is not current truth; CDX digest=Q3CUMXNTGRHQZMMMQOI6Y6UMH6D7TU5K
url-0459,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node5.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node5.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-05T16:07:48Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:01171dfd55e8063744783b87091e5ae8bd772483f07f304f5289a25e3794849f,410,2001-05-05,Wayback CDX capture 2001-05-05; archive is not current truth; CDX digest=ME7ZZJC3GEBUDYC6PQ5BFZCGSDX366HD
url-0460,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node6.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node6.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-10T08:06:20Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:982ccc1dc188605f828b0d1a1f68e80bc5255a25d5d44dde86e4db0af5a420c4,410,2001-05-10,Wayback CDX capture 2001-05-10; archive is not current truth; CDX digest=QYXVCGR6FECBA55KYNFYISPTGAJYXYRQ
url-0461,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node7.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node7.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-05-13T01:01:56Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:6ffbba249cba414417cb487e9f180accb5e81116cd73ba727bcbb36a427aa877,410,2001-05-13,Wayback CDX capture 2001-05-13; archive is not current truth; CDX digest=GIBCUWGEUUK6XCW7CU5ZDHTJKXXXHYMJ
url-0462,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node8.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node8.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2001-08-09T19:07:29Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:a0b791e4f1e47121c8a219236aa3c028b8d1d9e0fa7ca53d73805fbf6cc38619,410,2001-08-09,Wayback CDX capture 2001-08-09; archive is not current truth; CDX digest=CKQR642IQGBYXHD76DDPMAOFZ2LFZ42R
url-0463,http://www.lps.ufrj.br:80/~damazio/curriculum/denisvitae/node9.html,http://www.lps.ufrj.br/~damazio/curriculum/denisvitae/node9.html,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2002-12-15T09:32:53Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:3939ad2c5cf86bc95323ef4ea671dcba114fe47fe06e48a9519f523259c9e7bb,410,2002-12-15,Wayback CDX capture 2002-12-15; archive is not current truth; CDX digest=LDKOHPFOQP6KR5QMRD44OOFHUTA5JMMR
url-0464,http://www02.lps.ufrj.br:80/~diniz/diniz_oficial/,http://www02.lps.ufrj.br/~diniz/diniz_oficial,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2013-01-27T04:25:57Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:7a8a450b42555a5b1b94d1f92c1dcd8babf00b67d598858602acba25004131ca,410,2013-01-27,Wayback CDX capture 2013-01-27; archive is not current truth; CDX digest=6B5ZMJVRXBGSNABOK5FVRSMPLOE2ULZ2
url-0465,http://www02.lps.ufrj.br:80/~diniz/diniz_oficial/adaptivebook/,http://www02.lps.ufrj.br/~diniz/diniz_oficial/adaptivebook,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2010-12-21T12:01:42Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:87de4292642962e02f7975121ee3cef8ec2a89e08e73b8681e4ae2c8cfb01d67,410,2010-12-21,Wayback CDX capture 2010-12-21; archive is not current truth; CDX digest=CBVFDTQNBBAQO53TIU63FJC637M3IV62
url-0466,http://www02.lps.ufrj.br:80/~diniz/diniz_oficial/thesis.htm,http://www02.lps.ufrj.br/~diniz/diniz_oficial/thesis.htm,"https://web.archive.org/cdx/search/cdx?url=lps.ufrj.br/*&output=json&filter=statuscode:200&filter=mimetype:text/html&fl=timestamp,original,statuscode,digest&collapse=urlkey&limit=10000",2010-06-13T12:34:47Z,archive-cdx,LPS web maintainers,und,historical-archive-only,public-record,sha256:1576f7833aecf49bc844c99c277aa22f6267178ce4f457eb3331a639f93eb37e,410,2010-06-13,Wayback CDX capture 2010-06-13; archive is not current truth; CDX digest=6X5J6WAJRWFKH3AKU4XRHKOYMCARYLDX
